CONCEPTICON_GLOSS	FREQUENCY	PRESENT	ABSENT
TROUT	2	Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SALMON	2	Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
PADLOCK	2	Rogic-2013-346; Shao-2016-327	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CALF	2	Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
BRIDE	2	Rogic-2013-346; Shao-2016-327	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
GRASS	2	Liu-2011-435; Shao-2016-327	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CROSS	2	Rogic-2013-346; Shao-2016-327	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
RASPBERRY	2	Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ESCALATOR	2	Shao-2016-327; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
RAINBOW	2	Rogic-2013-346; Shao-2016-327	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
BOARD	2	Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
CHIMPANZEE	2	Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
ELEVATOR	2	Dunabeitia-2022-500; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
SANDALS	2	Liu-2011-435; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
STICK	2	Rogic-2013-346; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
TOILET	2	Liu-2011-435; Zhong-2024-1286	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; vanDort-2007-50
EARTHWORM	2	Liu-2011-435; Rogic-2013-346	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
GET TIRED	2	Liu-2011-435; Rogic-2013-346	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
HOOF	2	Liu-2011-435; Rogic-2013-346	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
GARBAGE	2	Liu-2011-435; Rogic-2013-346	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CANDY	2	Dunabeitia-2022-500; Liu-2011-435	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Hwang-2021-60; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CHILI PEPPER	1	Hwang-2021-60	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
GRINDSTONE	1	Hwang-2021-60	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
TOOL	1	Snodgrass-1980-260	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
TAPIR	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
HUMMINGBIRD	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
MAGPIE	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
KIDNEY	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
LIVER	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
LILAC	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
MANGO	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CENTIPEDE	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
TERMITE	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
BIVALVIA (MUSSELS OR OYSTERS)	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
OYSTERS	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
ALMOND	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
DATE (FRUIT)	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CYPRESS	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
EUCALYPT	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
FIR	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
GRANARY	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
MILL	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CLOG (SOMETHING)	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
A LITTLE	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
CLIFF	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
COAL	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
ICE	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
SEA	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
STONE OR ROCK	1	MorenoMartinez-2012-360	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
FLAME	1	Dunabeitia-2018-750	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
YOUNG MAN	1	Dunabeitia-2018-750	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
PRAWNS	1	Dunabeitia-2018-750	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
ALTAR	1	Dunabeitia-2018-750	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
SUGAR CANE	1	vanDort-2007-50	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286
NOOSE	1	vanDort-2007-50	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286
SICKLE	1	vanDort-2007-50	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286
STINGRAY	1	vanDort-2007-50	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286
HORNBILL	1	vanDort-2007-50	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286
STILTS	1	Nishimoto-2005-359	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
HANDKERCHIEF	1	Nishimoto-2005-359	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
KITCHEN KNIFE	1	Nishimoto-2005-359	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
SEWING MACHINE	1	Nishimoto-2005-359	Bangalore-2022-180; Boukadi-2015-348; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
DUSTPAN	1	Boukadi-2015-348	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
LIPSTICK	1	Boukadi-2015-348	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
ARCH	1	Boukadi-2015-348	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
IGLOO	1	Boukadi-2015-348	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
SPIDER WEB	1	Boukadi-2015-348	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
ANTEATER	1	Boukadi-2015-348	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
ANVIL	1	Boukadi-2015-348	Bangalore-2022-180; Dimitropoulou-2009-260; Dunabeitia-2018-750; Dunabeitia-2022-500; Hwang-2021-60; Liu-2011-435; MorenoMartinez-2012-360; Nishimoto-2005-359; Raman-2013-260; Ramanujan-2019-158; Rogic-2013-346; Shao-2016-327; Snodgrass-1980-260; Tsaparina-2011-260; Zhong-2024-1286; vanDort-2007-50
